make_year,mileage_kmpl,engine_cc,fuel_type,owner_count,brand,transmission,color,service_history,accidents_reported,insurance_valid,price_usd
2010,12.82,1000,Petrol,4,Toyota,Automatic,Blue,Full,0,Yes,4107.82
2003,15.4,3000,Petrol,2,Toyota,Manual,Gray,Full,0,Yes,7506.29
2021,17.28,1800,Diesel,1,Tesla,Automatic,Silver,Full,0,Yes,7343.32
1999,30.3,2500,Diesel,2,BMW,Manual,Blue,Full,1,Yes,6465.03
2021,21.6,2500,Diesel,3,Kia,Automatic,Blue,Partial,0,Yes,9544.2
2020,21.03,4000,Petrol,3,Hyundai,Manual,Red,Partial,1,No,11654.88
2021,9.88,1500,Diesel,1,Tesla,Manual,Silver,Full,2,No,7663.6
2012,24.84,1500,Diesel,1,BMW,Manual,Blue,,0,Yes,8932.09
1998,34.38,2500,Diesel,2,BMW,Manual,Red,Partial,2,Yes,6568.51
2018,16.52,1200,Petrol,4,Chevrolet,Automatic,Red,,0,Yes,5155.42
2009,8.79,5000,Petrol,2,Volkswagen,Manual,Black,Full,0,No,12546.13
2003,13.77,800,Diesel,5,BMW,Manual,Blue,Full,0,Yes,3612.93
2001,14.52,1000,Petrol,2,Kia,Automatic,White,,0,No,5591.14
1998,15.63,2500,Diesel,1,Chevrolet,Automatic,Silver,Partial,0,Yes,7047.68
2015,18.99,4000,Diesel,4,Tesla,Automatic,White,Partial,0,Yes,11185.86
1996,17.25,1800,Diesel,5,Nissan,Automatic,Blue,Partial,1,Yes,3124.05
1995,9.88,1200,Diesel,5,Tesla,Manual,Black,Partial,1,No,1000.0
2021,20.31,2000,Petrol,3,Honda,Automatic,Red,,1,Yes,7817.26
2007,19.13,3000,Electric,1,Ford,Automatic,Black,,0,Yes,12814.84
2018,26.37,1500,Diesel,2,Honda,Automatic,White,,0,Yes,8139.87
2010,23.65,800,Petrol,3,Kia,Manual,Blue,,0,Yes,6190.33
2017,13.38,800,Diesel,2,Chevrolet,Manual,Gray,Full,2,Yes,6097.8
2005,14.81,1500,Diesel,4,Nissan,Manual,Gray,Partial,0,Yes,7478.79
1995,19.04,2500,Diesel,2,Nissan,Automatic,Black,Full,1,Yes,6996.8
2020,18.75,800,Petrol,3,Tesla,Manual,Black,Full,2,No,7593.64
2000,17.61,5000,Petrol,2,Volkswagen,Manual,Silver,Partial,0,Yes,8367.1
2007,20.67,4000,Petrol,5,Chevrolet,Manual,Black,Full,2,Yes,8110.72
2016,17.07,3000,Petrol,3,Chevrolet,Manual,Gray,Full,0,Yes,8826.73
2003,19.74,1800,Electric,4,Ford,Manual,Black,,0,Yes,7223.45
2022,12.6,2500,Petrol,3,Ford,Manual,White,,0,Yes,8654.01
2009,29.36,5000,Electric,4,Ford,Manual,Gray,Full,0,No,14765.09
2022,13.48,1200,Diesel,4,Honda,Manual,Gray,Full,1,No,6642.29
2018,9.48,1200,Petrol,2,Tesla,Manual,Blue,Full,1,Yes,5226.77
2003,16.83,2000,Petrol,3,Nissan,Automatic,Blue,Partial,1,Yes,4516.42
2014,19.33,3000,Petrol,1,Chevrolet,Automatic,Red,Full,0,Yes,7925.86
2003,19.11,4000,Petrol,1,Tesla,Manual,White,Full,0,Yes,9562.18
2014,21.95,3000,Petrol,3,Ford,Automatic,Silver,Full,1,Yes,8160.6
2013,24.2,3000,Electric,2,Chevrolet,Manual,Blue,Partial,0,No,14576.06
2013,23.63,1500,Diesel,1,Hyundai,Manual,Gray,Partial,0,Yes,8498.21
2000,15.54,2000,Diesel,3,Toyota,Manual,Silver,Full,0,Yes,4573.43
2010,19.69,1000,Petrol,3,Volkswagen,Automatic,White,Partial,0,Yes,5815.48
2017,14.08,2500,Diesel,2,Nissan,Manual,White,Full,0,Yes,7245.93
1998,30.2,1500,Diesel,1,Nissan,Automatic,Black,Full,0,Yes,6091.95
2021,14.16,800,Diesel,5,Kia,Automatic,Blue,Full,1,Yes,6901.27
2021,8.37,1200,Electric,1,Nissan,Manual,Red,Full,1,Yes,9647.0
2012,18.7,800,Diesel,1,Kia,Automatic,Gray,Full,1,Yes,4799.54
2011,18.07,800,Petrol,5,Honda,Manual,White,Partial,2,Yes,3570.45
2020,16.57,4000,Petrol,2,Tesla,Automatic,Gray,Full,1,Yes,10234.78
2004,22.17,5000,Petrol,4,Hyundai,Manual,Black,Partial,0,Yes,10611.96
2007,22.32,1200,Petrol,3,Hyundai,Automatic,Black,Full,0,Yes,5183.78
2002,17.63,800,Petrol,5,Tesla,Automatic,Blue,,1,Yes,1000.0
2011,20.56,3000,Diesel,3,Nissan,Manual,Red,Partial,1,No,9925.11
2008,11.96,1000,Diesel,3,BMW,Manual,Black,Partial,0,Yes,1987.51
2006,12.75,1800,Diesel,4,Hyundai,Manual,Red,Full,0,Yes,5683.33
2016,17.52,1200,Petrol,1,Hyundai,Automatic,White,Full,0,Yes,5591.48
1999,31.01,1000,Petrol,3,Kia,Manual,Black,Partial,0,Yes,4642.91
2006,14.73,2500,Petrol,1,Volkswagen,Manual,Gray,,1,Yes,7303.46
2008,13.27,5000,Petrol,4,Kia,Manual,White,Full,1,Yes,8139.4
2001,15.21,3000,Petrol,5,Tesla,Manual,Gray,Full,0,Yes,5367.47
2004,18.74,2000,Petrol,1,Toyota,Automatic,Red,,1,Yes,8007.31
2010,22.94,1200,Diesel,1,Kia,Automatic,White,Partial,0,No,5571.67
2011,14.55,4000,Petrol,5,Nissan,Manual,Red,Full,1,Yes,7929.43
1996,9.84,4000,Diesel,1,Honda,Manual,Gray,Partial,0,Yes,8111.02
2007,15.63,1000,Petrol,4,Nissan,Manual,Silver,Full,0,Yes,3988.91
2006,14.88,2000,Petrol,5,Kia,Automatic,Blue,Full,0,Yes,4892.79
2019,20.54,4000,Diesel,4,Volkswagen,Manual,Red,,0,No,9097.06
2005,18.1,5000,Electric,3,Nissan,Manual,Black,Partial,0,Yes,12843.89
2020,17.96,2500,Petrol,5,Volkswagen,Automatic,Gray,Full,0,No,8601.11
2012,14.4,5000,Diesel,1,Volkswagen,Automatic,Gray,Full,0,No,11799.87
2004,17.34,1200,Petrol,1,BMW,Manual,Silver,Full,2,No,7414.75
2016,19.31,4000,Diesel,4,Tesla,Manual,Gray,Full,2,Yes,11663.24
2021,22.51,800,Petrol,2,Kia,Manual,Blue,Full,0,Yes,7025.16
2023,17.82,2000,Petrol,3,Volkswagen,Manual,Silver,Full,0,Yes,8690.56
2023,9.38,1000,Diesel,1,Nissan,Manual,Blue,Full,0,Yes,7941.75
2016,20.79,2500,Petrol,1,Hyundai,Automatic,Red,Full,0,Yes,7943.15
1995,21.86,5000,Electric,3,Nissan,Manual,Blue,Partial,1,Yes,10535.93
2021,17.2,5000,Petrol,1,Volkswagen,Manual,Red,Partial,0,Yes,12034.79
2005,16.06,1000,Diesel,1,Toyota,Automatic,Black,Full,1,Yes,6240.22
2006,13.21,5000,Petrol,5,Toyota,Manual,Gray,,1,Yes,8117.19
2016,17.04,800,Petrol,2,Hyundai,Manual,Black,Partial,0,Yes,6266.35
2012,25.67,1200,Petrol,2,Kia,Manual,Gray,,0,Yes,9812.91
2021,20.18,1200,Petrol,1,Nissan,Manual,White,Partial,0,No,6218.03
2017,16.76,1000,Petrol,3,Nissan,Manual,Red,Full,0,Yes,7000.67
2020,11.29,2500,Petrol,5,Tesla,Manual,Silver,Full,1,Yes,7078.01
2006,20.98,1500,Diesel,5,Volkswagen,Manual,Black,Full,0,Yes,4902.46
2001,18.11,1000,Petrol,4,Honda,Manual,Red,Partial,0,Yes,3766.5
2011,11.83,1500,Diesel,4,BMW,Manual,Silver,Partial,1,Yes,5407.93
2001,13.07,2000,Petrol,4,Ford,Automatic,Red,,0,Yes,4685.26
2014,12.49,3000,Diesel,3,Toyota,Manual,Blue,Partial,0,Yes,8524.15
1997,8.14,4000,Petrol,3,Kia,Manual,Blue,Partial,0,Yes,5264.89
2006,21.62,1200,Petrol,3,Tesla,Automatic,Black,Full,1,Yes,3764.12
2003,13.75,1000,Petrol,4,Ford,Automatic,Black,Full,1,No,3144.73
2010,13.37,4000,Petrol,2,Honda,Automatic,Blue,Partial,1,Yes,9852.08
1998,13.33,2000,Petrol,2,Volkswagen,Automatic,Red,Full,1,Yes,4131.67
2022,15.92,5000,Diesel,3,Hyundai,Manual,Blue,Full,0,Yes,13108.63
2000,16.66,800,Diesel,5,Honda,Automatic,Red,,1,No,3392.87
2000,19.57,2500,Diesel,5,Chevrolet,Automatic,Blue,Partial,0,No,4205.9
2013,12.98,1000,Petrol,4,Kia,Automatic,Blue,Partial,2,No,5879.14
2009,25.57,1000,Diesel,4,Hyundai,Manual,Gray,Partial,0,Yes,5781.52
2002,21.51,2000,Petrol,1,BMW,Manual,White,Full,0,Yes,7270.99
2006,18.91,1800,Petrol,2,Hyundai,Manual,Blue,Partial,2,Yes,6464.23
2017,21.39,4000,Petrol,5,Tesla,Automatic,Gray,,1,Yes,9583.23
2009,12.58,1200,Petrol,2,Ford,Manual,Silver,Full,0,Yes,4335.57
1995,27.91,1500,Petrol,2,Kia,Manual,White,Full,3,Yes,5566.83
2004,20.34,1500,Diesel,2,Nissan,Manual,Silver,Partial,0,Yes,5943.8
2004,20.26,2500,Petrol,2,Volkswagen,Automatic,Gray,,1,Yes,6501.98
2010,13.28,4000,Petrol,4,Volkswagen,Manual,Red,Partial,0,Yes,10116.57
2000,10.39,2500,Diesel,1,Nissan,Manual,Gray,Full,0,Yes,4221.73
2006,19.68,2000,Petrol,3,Toyota,Automatic,Silver,,0,Yes,8885.32
1996,22.74,3000,Petrol,1,Honda,Automatic,Red,Full,1,Yes,7063.46
2018,17.31,5000,Diesel,5,Tesla,Automatic,Blue,Partial,0,Yes,11120.82
2006,15.63,5000,Petrol,2,Honda,Manual,Red,,0,Yes,9581.47
2011,15.05,5000,Petrol,5,Honda,Automatic,Gray,Full,0,Yes,10966.6
2012,18.38,1800,Petrol,2,Kia,Manual,Red,Full,0,Yes,6401.55
2007,16.1,1200,Petrol,4,Honda,Manual,Red,Partial,0,Yes,4824.67
2018,26.49,3000,Electric,3,Kia,Manual,Black,Full,0,Yes,12544.35
2003,16.05,3000,Petrol,5,Honda,Automatic,White,Full,0,Yes,4941.03
2007,19.99,800,Petrol,1,Hyundai,Manual,White,Full,0,No,4643.27
2021,27.99,1000,Diesel,2,Ford,Automatic,Black,Full,0,Yes,8120.11
1995,24.38,4000,Diesel,3,Tesla,Automatic,Black,Full,0,Yes,7565.18
2016,25.35,1800,Diesel,3,Chevrolet,Manual,Black,Partial,0,No,7916.54
2019,16.3,4000,Petrol,3,Hyundai,Manual,Silver,Partial,2,Yes,11015.36
2018,14.29,3000,Petrol,3,Nissan,Automatic,Black,Full,0,Yes,7928.37
2004,16.35,4000,Petrol,5,Tesla,Automatic,Gray,,0,No,7816.66
2005,18.5,4000,Electric,4,Nissan,Automatic,Red,Full,0,Yes,10366.82
2011,25.33,5000,Petrol,3,Volkswagen,Manual,Black,Partial,1,Yes,11301.25
1996,21.68,1000,Diesel,3,Volkswagen,Manual,Gray,,1,Yes,3738.1
2000,25.43,5000,Diesel,2,Tesla,Automatic,Black,Full,1,Yes,10594.78
2014,15.63,2500,Petrol,1,Kia,Automatic,Red,Partial,1,No,8512.85
2016,22.35,1200,Petrol,4,Volkswagen,Automatic,Black,Full,0,Yes,6429.95
2011,10.28,1200,Petrol,5,BMW,Automatic,Red,Full,0,Yes,3717.96
2007,12.57,1800,Petrol,3,Toyota,Manual,White,Partial,0,Yes,5663.53
2023,19.08,1000,Diesel,1,Hyundai,Manual,Blue,Full,1,Yes,7465.84
2001,22.13,800,Electric,1,Chevrolet,Manual,Red,,1,Yes,8080.22
2021,19.55,2000,Petrol,1,Kia,Automatic,White,Full,1,Yes,11074.24
2007,29.4,1200,Diesel,3,Honda,Automatic,Black,Full,0,Yes,5434.44
2000,22.89,1000,Diesel,5,Honda,Automatic,Red,Partial,1,Yes,2747.48
1997,17.74,1200,Diesel,3,Volkswagen,Automatic,Blue,Full,0,Yes,3131.81
2023,26.64,2000,Petrol,5,BMW,Manual,Blue,Full,0,Yes,6927.53
1996,17.62,2500,Diesel,2,Honda,Manual,Black,Full,1,Yes,4427.61
2006,23.59,1200,Petrol,3,Ford,Manual,Gray,Full,0,Yes,4584.93
2017,22.94,1200,Petrol,5,Nissan,Manual,Blue,Partial,1,No,5627.78
2011,13.49,2000,Petrol,1,Chevrolet,Manual,Red,Partial,1,Yes,7304.65
2003,17.14,5000,Diesel,1,Ford,Automatic,White,,0,Yes,10247.82
2000,22.06,2500,Diesel,5,Tesla,Manual,Red,Partial,0,Yes,3965.57
2005,14.77,3000,Petrol,4,Chevrolet,Automatic,Silver,Full,1,Yes,8121.1
2020,17.48,1000,Diesel,1,Volkswagen,Automatic,Silver,,0,Yes,6293.35
2014,17.65,1800,Diesel,3,Tesla,Manual,Black,Full,1,Yes,6765.01
1997,21.1,1500,Petrol,5,BMW,Manual,Blue,Full,1,No,2787.76
2005,21.77,2000,Diesel,1,Toyota,Manual,Silver,Full,1,No,7495.36
1996,16.0,5000,Petrol,5,Toyota,Automatic,Blue,,0,No,8488.56
2014,14.57,1500,Petrol,3,Nissan,Manual,Blue,Full,1,Yes,5590.6
1999,16.63,2500,Petrol,3,Honda,Manual,Gray,,1,Yes,4358.16
1996,16.17,1800,Electric,5,Hyundai,Automatic,Black,Full,0,Yes,5455.81
1996,18.83,1800,Petrol,4,Toyota,Automatic,Silver,Full,0,Yes,2213.1
2019,11.75,2000,Petrol,4,Toyota,Automatic,Black,,1,Yes,7471.68
2014,20.46,1500,Diesel,5,Toyota,Automatic,Blue,Partial,0,No,6281.85
1998,22.89,800,Diesel,3,Tesla,Automatic,Gray,Partial,1,Yes,4254.63
2017,20.45,3000,Diesel,1,BMW,Automatic,Silver,Full,0,Yes,9303.08
2017,14.03,2500,Diesel,2,Ford,Manual,Gray,,2,Yes,6476.65
2021,19.45,2000,Petrol,2,Toyota,Automatic,Silver,Partial,1,Yes,10155.69
2005,23.8,1200,Petrol,4,BMW,Manual,Blue,Full,0,No,4340.35
2002,14.39,1800,Diesel,3,Nissan,Manual,Silver,Full,0,Yes,4765.68
2017,16.16,1800,Petrol,5,Nissan,Manual,Blue,Partial,1,Yes,6028.72
2015,19.25,2000,Petrol,3,Nissan,Automatic,Gray,Full,0,Yes,6503.68
2021,11.85,5000,Petrol,3,Toyota,Manual,Silver,Partial,0,Yes,14104.0
2001,24.07,3000,Diesel,1,Kia,Manual,Gray,Full,1,Yes,7996.31
2012,18.1,1800,Petrol,4,Chevrolet,Manual,Blue,Full,0,Yes,6527.03
2002,18.09,2000,Electric,4,BMW,Manual,Black,Full,0,Yes,7474.48
2013,20.41,5000,Electric,2,Honda,Manual,Gray,,0,Yes,17155.52
2018,17.04,4000,Petrol,1,Tesla,Manual,Red,,0,Yes,9405.04
2019,20.71,3000,Diesel,5,Ford,Automatic,Silver,Full,0,Yes,9544.89
2000,32.0,3000,Petrol,3,Toyota,Manual,Gray,Full,2,Yes,7126.47
2013,18.41,800,Diesel,2,Ford,Manual,Blue,Full,0,No,6940.89
2016,17.89,4000,Petrol,5,BMW,Manual,Red,Partial,0,Yes,9172.25
2009,15.27,3000,Petrol,1,Honda,Automatic,Silver,Partial,0,Yes,9265.57
2015,16.73,4000,Electric,2,Hyundai,Manual,White,Partial,2,Yes,14553.08
2015,12.76,5000,Diesel,4,Honda,Manual,Silver,Full,0,Yes,10029.62
2016,17.09,800,Diesel,2,Nissan,Automatic,Red,Full,1,Yes,5600.29
2007,22.5,1800,Petrol,3,Tesla,Automatic,Silver,Full,1,Yes,4417.7
2004,5.0,1800,Petrol,2,Tesla,Automatic,White,Partial,0,Yes,5137.68
1996,19.15,1500,Petrol,2,Volkswagen,Manual,White,Full,0,No,3723.11
2018,28.76,1000,Petrol,4,Kia,Manual,Silver,Full,1,No,6939.58
2020,22.0,3000,Diesel,5,Honda,Manual,Blue,Partial,0,Yes,9137.82
2009,20.4,1800,Petrol,5,Hyundai,Manual,Blue,Partial,0,No,7251.96
2008,12.85,1200,Electric,1,Kia,Manual,Blue,Partial,0,Yes,8663.79
2008,13.24,1200,Petrol,3,Volkswagen,Manual,Silver,Full,2,No,6357.67
2000,17.37,4000,Petrol,4,Ford,Manual,Black,Full,0,Yes,8074.2
2019,10.78,2000,Diesel,5,Honda,Automatic,Gray,,0,Yes,4724.6
2017,14.87,2000,Electric,4,BMW,Manual,Blue,,0,Yes,8729.9
2007,13.52,3000,Diesel,4,Volkswagen,Automatic,White,,0,Yes,7220.28
2003,23.33,3000,Diesel,3,Toyota,Automatic,White,Full,1,Yes,8438.89
2000,14.88,1800,Petrol,4,Ford,Automatic,Black,Full,0,Yes,3623.39
2014,13.36,2000,Petrol,5,Tesla,Automatic,White,Full,0,Yes,6078.81
2023,19.07,800,Petrol,5,Honda,Manual,White,Partial,1,Yes,7436.83
2020,7.92,4000,Petrol,3,Volkswagen,Automatic,Red,Full,0,Yes,9933.92
1996,16.62,1200,Petrol,3,Ford,Automatic,Silver,Partial,1,Yes,3562.64
1995,20.73,1800,Petrol,3,BMW,Manual,Black,Partial,0,No,4541.17
2019,23.83,4000,Diesel,5,Ford,Automatic,Blue,Full,0,Yes,11393.78
2011,18.24,1000,Petrol,1,Ford,Manual,Red,,0,Yes,7061.93
2013,26.84,2000,Diesel,4,Ford,Manual,Black,Full,0,Yes,6679.7
1998,21.41,1000,Petrol,5,Honda,Automatic,Blue,Partial,0,No,3219.19
1998,17.87,1800,Petrol,5,Kia,Manual,Silver,Full,0,Yes,3129.1
2017,15.88,5000,Diesel,1,Kia,Automatic,Gray,Full,0,Yes,12971.93
2009,12.87,1500,Diesel,1,Nissan,Manual,Silver,,0,Yes,5096.05
2016,19.96,800,Petrol,3,Volkswagen,Automatic,Red,Full,0,Yes,4201.16
2014,15.27,800,Diesel,4,BMW,Automatic,Black,Full,1,Yes,5377.37
2011,13.23,5000,Diesel,4,Volkswagen,Automatic,Blue,Full,0,Yes,11042.77
1998,9.38,5000,Diesel,3,Ford,Automatic,Gray,Partial,0,Yes,7075.58
2020,18.57,2500,Petrol,5,Hyundai,Manual,Blue,Partial,0,No,7610.04
2006,17.05,1800,Electric,5,Kia,Manual,White,Full,1,Yes,5976.79
2020,15.84,1500,Diesel,3,Ford,Automatic,White,,0,Yes,5229.05
2003,16.3,3000,Diesel,5,Chevrolet,Automatic,Blue,Full,1,No,5624.17
2019,23.31,1800,Diesel,1,Honda,Automatic,White,Partial,0,No,8408.66
2021,18.43,2500,Diesel,2,Kia,Manual,Red,Full,0,No,9103.8
2016,15.81,5000,Petrol,4,Ford,Automatic,Silver,Partial,1,Yes,10131.69
2020,20.74,5000,Diesel,5,Tesla,Automatic,Gray,,1,No,11203.57
2001,10.92,2500,Petrol,1,Volkswagen,Manual,Silver,Full,0,No,6095.4
2003,24.52,1200,Petrol,1,Hyundai,Manual,Silver,Full,0,No,6404.94
2021,22.69,1500,Diesel,2,BMW,Manual,Black,Full,2,Yes,7393.39
2015,17.07,1500,Diesel,4,Tesla,Manual,Black,Full,2,Yes,5026.26
2000,22.09,1000,Diesel,5,Ford,Manual,Red,Full,0,Yes,3128.2
2016,15.83,5000,Diesel,3,Ford,Automatic,Blue,Partial,0,Yes,12188.35
2014,15.89,4000,Petrol,1,Tesla,Manual,Gray,Full,1,Yes,11108.39
1996,18.24,1500,Diesel,5,Nissan,Automatic,Silver,Partial,1,Yes,4031.8
2013,19.27,2500,Petrol,3,Ford,Manual,Black,Partial,0,Yes,8440.83
2015,14.55,1000,Diesel,2,Hyundai,Manual,Silver,Full,0,Yes,6163.33
2000,14.66,1200,Petrol,3,Honda,Automatic,Blue,Partial,0,Yes,4691.11
2001,18.96,1200,Petrol,1,Honda,Manual,Silver,Partial,1,Yes,5855.64
2006,12.67,800,Petrol,1,Hyundai,Automatic,Red,Partial,0,No,4507.87
2010,25.56,800,Diesel,4,Kia,Automatic,Blue,Partial,1,Yes,6439.39
2020,20.86,2000,Diesel,3,Hyundai,Manual,Silver,Full,0,Yes,8174.76
2002,21.93,1500,Petrol,1,Ford,Automatic,White,Partial,1,Yes,5643.43
2000,16.55,1000,Petrol,5,Hyundai,Automatic,Gray,Full,1,Yes,1771.88
2007,8.13,5000,Diesel,3,BMW,Automatic,Blue,Full,1,Yes,9069.17
2012,26.69,3000,Petrol,5,Chevrolet,Manual,Silver,Partial,0,Yes,10333.72
2012,19.22,2500,Petrol,4,Toyota,Automatic,Silver,Full,0,Yes,7777.46
2006,18.67,3000,Petrol,3,Nissan,Automatic,Blue,Full,0,Yes,6682.44
2014,5.0,1800,Diesel,1,Nissan,Automatic,Blue,,0,Yes,5837.05
2000,17.54,1500,Diesel,5,Tesla,Manual,Black,Full,0,Yes,2908.4
1996,15.47,2000,Diesel,3,Ford,Automatic,Gray,Full,1,Yes,5169.53
2008,15.45,1800,Diesel,1,Honda,Automatic,Silver,,0,Yes,6401.05
2011,21.97,1000,Petrol,3,Nissan,Automatic,Gray,Full,0,Yes,6937.51
2014,23.39,4000,Petrol,4,Toyota,Manual,Red,,0,Yes,10106.83
2023,11.75,800,Diesel,2,Toyota,Manual,Red,Partial,1,Yes,6062.19
2006,17.86,1800,Diesel,4,BMW,Manual,White,Full,1,Yes,5753.84
2003,10.94,2000,Petrol,1,Volkswagen,Manual,Blue,Full,1,Yes,4888.59
1996,13.36,1200,Petrol,2,BMW,Automatic,Silver,,0,Yes,3491.13
2014,17.84,1000,Petrol,3,Ford,Manual,Black,Full,1,No,7311.38
2007,16.69,1000,Petrol,3,Ford,Automatic,Silver,Full,1,Yes,4424.02
1999,12.72,800,Diesel,2,BMW,Manual,Silver,,1,Yes,1456.21
2005,8.96,4000,Electric,5,Volkswagen,Automatic,Red,Full,1,Yes,11658.26
2016,14.07,1000,Petrol,1,Volkswagen,Manual,Gray,Full,3,Yes,5473.99
1998,15.29,5000,Petrol,3,Tesla,Manual,Black,Full,1,No,8083.56
2003,10.1,5000,Petrol,3,Honda,Automatic,Blue,Full,0,Yes,8725.79
2019,19.48,5000,Diesel,3,Chevrolet,Automatic,Red,Full,0,Yes,12901.59
2010,27.22,2500,Petrol,2,Hyundai,Manual,Silver,Partial,0,Yes,7626.96
1996,17.07,2000,Petrol,4,Chevrolet,Manual,Black,Partial,0,Yes,4299.05
2000,15.9,1200,Petrol,2,Chevrolet,Manual,Blue,Full,2,Yes,3002.71
2001,13.3,1800,Diesel,1,Chevrolet,Manual,Black,Full,0,Yes,4891.55
1996,22.05,5000,Petrol,1,Toyota,Automatic,Gray,Full,0,Yes,10722.75
1997,12.13,2500,Diesel,5,Toyota,Manual,Black,Full,1,No,5511.14
2018,15.32,2000,Petrol,2,Chevrolet,Automatic,Blue,,0,Yes,7145.37
2003,16.5,1200,Diesel,4,Hyundai,Manual,Gray,Partial,0,Yes,3278.15
2009,11.57,1000,Petrol,3,Nissan,Manual,White,Partial,0,Yes,5011.01
2005,9.85,5000,Petrol,5,Kia,Manual,White,,1,Yes,6891.58
2023,19.5,1000,Diesel,2,Tesla,Manual,Red,,0,Yes,6952.06
2018,16.53,1200,Diesel,2,Volkswagen,Automatic,Gray,Partial,3,No,6032.24
2004,18.29,5000,Diesel,1,Volkswagen,Automatic,Black,,0,Yes,11717.03
2001,20.77,1000,Petrol,3,Ford,Automatic,Gray,Full,0,No,4192.08
2008,16.78,2500,Diesel,3,Chevrolet,Manual,Red,Full,0,Yes,5680.89
2014,22.68,1200,Petrol,2,Volkswagen,Manual,White,,0,Yes,6866.15
2007,18.15,4000,Petrol,1,BMW,Manual,Silver,Full,1,Yes,11660.3
2004,9.35,3000,Petrol,1,Hyundai,Automatic,Blue,Full,0,Yes,7832.44
2019,13.77,1800,Diesel,5,Chevrolet,Automatic,Gray,,0,No,6096.15
2019,20.27,1000,Petrol,5,Kia,Automatic,Black,Full,1,No,5635.27
2004,15.72,2000,Diesel,2,BMW,Automatic,Gray,,0,Yes,7103.18
1997,11.17,4000,Diesel,1,Hyundai,Manual,Black,Full,2,Yes,7915.94
2005,13.99,3000,Petrol,4,Kia,Manual,Black,Partial,0,Yes,5634.13
2005,27.28,1000,Petrol,5,Kia,Manual,Black,,0,Yes,5166.13
2019,22.24,1000,Electric,3,Toyota,Manual,Gray,Full,1,Yes,8741.77
2011,22.51,1500,Diesel,5,Nissan,Automatic,Blue,Full,0,Yes,3884.74
2001,7.34,1200,Petrol,5,Chevrolet,Manual,Black,Full,1,Yes,2178.64
2015,17.79,4000,Diesel,4,Toyota,Automatic,Red,Full,1,Yes,11150.38
2011,17.7,3000,Petrol,4,BMW,Manual,Red,Full,1,Yes,5216.1
2017,19.0,3000,Diesel,4,Hyundai,Manual,Red,Full,1,Yes,9048.04
1998,18.8,1200,Diesel,5,Volkswagen,Manual,Gray,Partial,0,Yes,3208.09
2022,24.39,4000,Petrol,3,Toyota,Automatic,Silver,Full,0,Yes,11218.96
2017,13.39,1500,Petrol,5,Hyundai,Manual,Silver,,0,Yes,5560.64
2007,25.29,800,Petrol,3,Hyundai,Automatic,Gray,Partial,2,Yes,7245.68
2023,8.2,1800,Petrol,5,Hyundai,Automatic,Silver,Full,1,Yes,6085.3
2018,17.6,1800,Electric,1,BMW,Automatic,Gray,,1,Yes,13365.21
2016,12.09,2000,Petrol,5,Tesla,Automatic,Red,Partial,0,Yes,6662.37
2000,17.86,2000,Diesel,3,BMW,Manual,White,Partial,1,Yes,5947.74
2000,8.98,2500,Diesel,4,Hyundai,Automatic,Black,Partial,0,Yes,4465.4
2005,18.31,1800,Diesel,1,Tesla,Automatic,Black,Full,0,Yes,5851.1
2007,23.84,1000,Petrol,4,BMW,Manual,White,Partial,1,Yes,5298.24
2022,23.93,1800,Diesel,2,BMW,Automatic,Gray,Full,0,Yes,7672.32
1999,15.35,1800,Petrol,5,Nissan,Manual,Silver,,2,Yes,3234.01
2005,21.87,1000,Diesel,1,Hyundai,Manual,Black,Partial,0,Yes,4322.43
1997,22.17,4000,Petrol,2,Kia,Manual,Gray,,0,Yes,8082.02
2002,7.42,1500,Petrol,2,Chevrolet,Automatic,Silver,Partial,0,No,2254.76
2012,22.06,2000,Petrol,5,Kia,Manual,Black,Partial,0,Yes,6152.57
2017,14.28,1000,Petrol,3,Tesla,Manual,Blue,,0,Yes,5968.37
1995,15.03,1000,Diesel,5,Chevrolet,Manual,White,Full,1,Yes,1000.0
2020,11.32,2500,Diesel,1,Honda,Manual,Black,Full,1,Yes,9072.81
2014,17.0,1500,Diesel,2,Ford,Manual,White,Full,0,Yes,6388.36
1997,14.7,4000,Diesel,3,Toyota,Automatic,Blue,Full,1,Yes,5962.06
2008,15.78,1500,Petrol,1,Ford,Automatic,Silver,,1,Yes,7058.55
2006,20.46,1000,Diesel,1,Volkswagen,Automatic,White,Partial,0,Yes,6780.13
2000,17.8,2500,Petrol,5,Volkswagen,Manual,Red,Full,0,Yes,4943.68
2016,18.02,4000,Diesel,1,Toyota,Manual,Black,Full,0,Yes,11669.07
2007,28.47,1200,Diesel,2,Honda,Automatic,Blue,Full,1,Yes,6696.72
1999,15.34,5000,Diesel,4,Volkswagen,Manual,Black,Full,0,Yes,9079.24
2006,24.3,1000,Petrol,1,Chevrolet,Manual,Gray,,0,Yes,4341.35
1998,28.21,2500,Petrol,3,Kia,Manual,White,Partial,0,Yes,8072.14
2021,14.25,2000,Electric,4,Hyundai,Manual,Silver,,2,Yes,10767.86
1996,13.33,1800,Petrol,4,Toyota,Manual,Red,Full,0,No,3386.14
2008,17.35,1500,Diesel,2,Tesla,Manual,Silver,Full,0,Yes,6893.55
2006,10.09,1500,Petrol,4,Nissan,Manual,Gray,Full,1,Yes,2971.66
2005,20.44,1200,Diesel,4,Tesla,Manual,White,Full,0,No,4143.68
