make_year,mileage_kmpl,engine_cc,fuel_type,owner_count,brand,transmission,color,service_history,accidents_reported,insurance_valid,actual_price_usd,predicted_price_usd
2015,15.06,4000,Electric,2,Chevrolet,Manual,Blue,Full,0,Yes,14473.09,13401.45951408632
2010,13.79,3000,Diesel,4,Hyundai,Automatic,Red,Partial,0,Yes,5394.0,7098.93065955567
2019,22.07,1500,Electric,4,Hyundai,Manual,Silver,Full,0,Yes,9454.58,10127.569966612853
2018,25.87,800,Petrol,4,Ford,Manual,Blue,Partial,1,Yes,6186.89,6379.54657535359
2004,17.64,800,Diesel,1,Hyundai,Manual,White,Full,0,Yes,4747.6,4802.676824434357
2009,22.25,1200,Petrol,3,Chevrolet,Automatic,Silver,Full,1,Yes,7050.08,5713.026941982652
1996,19.23,1500,Petrol,5,BMW,Manual,Gray,Full,0,Yes,2433.75,2948.8120363412854
2019,21.79,2000,Diesel,1,Nissan,Manual,White,Full,1,Yes,9851.65,9363.818422345452
2023,20.8,1800,Diesel,1,Nissan,Manual,Red,Full,0,Yes,8228.95,9572.497312207663
1999,12.56,1000,Petrol,3,Nissan,Automatic,Gray,Full,0,Yes,1366.16,2773.9695742025942
2002,11.84,2500,Petrol,4,Ford,Manual,White,,1,Yes,4560.03,4886.141822297821
2022,12.1,1800,Petrol,5,Nissan,Manual,Blue,Full,0,No,7929.61,6368.311141319591
2009,17.69,1000,Petrol,5,Ford,Manual,Silver,Full,0,Yes,4800.45,3865.9631500156656
2014,20.55,5000,Petrol,1,Nissan,Manual,Black,,0,Yes,13371.35,12953.52523671734
2013,29.09,5000,Electric,3,BMW,Manual,Red,Full,1,Yes,16759.39,15967.618255070902
2001,19.51,1500,Diesel,3,Chevrolet,Automatic,White,Full,0,No,4295.89,4708.736006128072
1996,8.71,2000,Petrol,3,Hyundai,Automatic,White,,0,Yes,2353.98,3357.483524235142
2013,19.49,3000,Petrol,5,Hyundai,Manual,Silver,Full,1,Yes,6614.76,7662.060197818983
2021,22.29,1500,Diesel,2,Tesla,Manual,Black,,0,No,7678.98,8474.99213711142
2014,15.35,800,Diesel,5,Tesla,Manual,Black,,2,Yes,3886.81,4055.3774425714746
2014,20.83,5000,Diesel,1,Kia,Manual,Blue,Full,0,Yes,13497.36,12938.94272437831
2000,16.59,800,Diesel,3,Nissan,Manual,Blue,Partial,0,No,1000.0,3125.822636420018
2003,23.3,5000,Petrol,4,Volkswagen,Manual,Silver,Partial,0,Yes,9702.31,10182.347094768938
1998,16.29,1800,Petrol,5,Honda,Manual,Blue,Full,0,No,3978.74,3321.792371380722
2001,20.47,1000,Electric,4,Toyota,Manual,Gray,Partial,1,Yes,4365.75,6535.975430891756
2000,10.4,1800,Diesel,3,Hyundai,Automatic,Gray,,0,Yes,2678.76,3830.352796475334
1998,20.84,2000,Diesel,2,Nissan,Manual,Black,Full,0,Yes,7232.63,5641.115316700459
2009,23.75,1500,Petrol,1,Hyundai,Manual,Black,Full,0,Yes,9018.21,7335.938680044054
2021,22.19,1800,Diesel,1,Honda,Manual,Silver,Partial,0,Yes,11026.98,9388.6400685148
1998,11.61,1800,Petrol,2,Tesla,Automatic,Gray,Full,1,Yes,4244.32,4148.821549237424
1998,25.47,800,Petrol,3,Kia,Automatic,Black,Full,0,Yes,3195.67,3926.009400478749
2017,21.84,3000,Diesel,4,Hyundai,Manual,Gray,Partial,1,Yes,9786.46,9035.55743913184
1999,13.17,1500,Diesel,2,Chevrolet,Manual,Blue,Partial,0,No,4733.68,4077.8504305455494
2010,19.27,5000,Diesel,5,Toyota,Manual,Black,,3,No,10607.32,10289.448141500343
2023,18.77,4000,Petrol,1,Volkswagen,Automatic,Blue,Full,0,Yes,11856.23,12589.970614859152
2011,9.97,5000,Electric,2,Toyota,Automatic,Silver,Full,0,Yes,14210.24,13717.60499870644
2010,9.85,2000,Diesel,1,Chevrolet,Automatic,Gray,Partial,0,Yes,6126.73,6537.455377155706
2004,26.8,4000,Diesel,2,Toyota,Manual,Gray,Partial,0,Yes,8819.46,10190.60793956248
2002,18.1,2500,Diesel,4,Volkswagen,Manual,Black,Full,1,Yes,5387.5,5722.147058854487
2005,16.96,1800,Diesel,5,Chevrolet,Manual,Gray,Full,0,Yes,3608.96,4385.284100078293
2020,18.5,2000,Electric,5,BMW,Automatic,White,Partial,1,Yes,10666.24,10244.110868251086
1998,22.92,1200,Electric,2,BMW,Manual,Gray,,1,Yes,7797.89,7733.282995131794
2017,16.16,1800,Petrol,4,Toyota,Automatic,Silver,Full,1,Yes,5487.01,6585.3232053829615
2002,24.32,4000,Diesel,5,Chevrolet,Manual,Red,,0,Yes,7464.33,8184.319105165499
2006,15.63,1200,Petrol,3,Nissan,Automatic,White,Partial,0,Yes,4469.87,4516.025619523854
2015,18.2,4000,Petrol,5,Hyundai,Automatic,Red,Full,1,Yes,8816.69,9381.886784847811
2012,17.94,800,Petrol,5,Volkswagen,Manual,White,Full,0,Yes,3085.27,4143.263203941393
2004,20.31,1800,Diesel,3,Chevrolet,Automatic,Black,Full,0,Yes,5470.15,5674.443163276073
1996,23.75,1200,Petrol,1,Nissan,Manual,Black,Full,1,Yes,3818.26,4989.100258989286
2023,12.92,1800,Petrol,2,Volkswagen,Manual,Red,Partial,0,Yes,8610.79,8169.644739835777
2000,18.03,2500,Petrol,5,Ford,Manual,Blue,,0,Yes,1958.23,4802.132874968462
2023,18.99,3000,Petrol,1,Ford,Manual,Black,Full,0,Yes,10220.57,11093.55157813663
1998,15.02,1000,Petrol,4,Chevrolet,Manual,Black,Full,0,Yes,1000.0,2440.061618313918
2003,15.63,3000,Diesel,1,Honda,Automatic,Gray,Full,1,No,7442.63,7766.96634763115
2010,18.75,1000,Petrol,2,Volkswagen,Automatic,Gray,Full,0,Yes,6332.89,5691.627333749737
2016,16.84,3000,Petrol,5,Hyundai,Manual,Black,Partial,0,No,7404.88,7860.608322166676
2009,20.19,1000,Petrol,3,Tesla,Automatic,Silver,Full,1,No,5645.74,5170.474251625661
2018,26.93,1000,Petrol,2,Tesla,Manual,Silver,Partial,0,Yes,8275.62,7759.3651421270315
2011,23.61,2500,Petrol,2,BMW,Automatic,Blue,Partial,0,Yes,5967.67,8674.139120155834
2023,18.3,1000,Petrol,2,BMW,Automatic,Black,,0,Yes,7290.46,7627.571941120246
2015,25.84,1200,Diesel,3,Kia,Manual,Black,Partial,1,Yes,7455.56,7091.035799652442
1996,15.68,800,Diesel,1,Kia,Automatic,White,Full,0,No,4048.47,3453.038635179898
2009,15.94,1200,Diesel,5,BMW,Manual,Gray,Full,1,Yes,3207.22,4045.1312871219666
2002,26.0,3000,Petrol,4,Ford,Manual,White,Full,0,Yes,6562.76,7340.675375162744
2014,11.11,4000,Diesel,4,Kia,Automatic,Black,Partial,0,No,9294.0,8900.56690705406
1995,14.42,1200,Petrol,3,Honda,Automatic,Blue,Partial,0,No,2131.08,2743.8327421767463
2017,26.26,1200,Petrol,2,Tesla,Manual,White,Partial,1,Yes,8269.84,7866.640466516301
1997,17.89,3000,Petrol,3,Hyundai,Manual,Gray,Full,1,Yes,6084.45,6068.890510668172
1998,22.43,2000,Petrol,4,BMW,Automatic,Red,Full,1,Yes,4660.84,4955.597879415469
1995,12.96,5000,Electric,3,Volkswagen,Manual,Black,Partial,0,No,12076.51,11327.052417751584
2012,14.98,4000,Diesel,3,Honda,Manual,Red,Full,0,No,8222.7,9593.53955246256
2005,9.95,5000,Diesel,4,Tesla,Manual,Silver,Full,1,Yes,8363.91,8781.25001640227
2010,13.19,1500,Petrol,1,Chevrolet,Manual,White,Partial,1,No,6753.16,6247.016001236494
2004,15.35,800,Electric,1,Hyundai,Automatic,Black,Partial,1,Yes,6805.69,7565.417807600503
2004,19.18,1000,Petrol,4,Volkswagen,Manual,Gray,Full,0,Yes,3636.32,3859.2452424384696
1999,18.48,2000,Petrol,4,Tesla,Manual,Gray,Partial,0,Yes,4632.71,4429.751295181838
1998,9.78,2500,Diesel,4,Chevrolet,Manual,White,Full,0,Yes,2894.24,4042.9919824325248
2004,10.11,1200,Diesel,3,Chevrolet,Manual,Blue,,0,Yes,3953.91,3480.5818663102054
2002,22.69,800,Diesel,5,Nissan,Automatic,Black,Full,1,Yes,3230.15,3217.3608404732304
2017,20.08,1000,Diesel,1,Tesla,Automatic,White,,0,Yes,7080.15,7324.51056785936
2002,23.22,1200,Diesel,1,Honda,Manual,Gray,Full,0,Yes,5880.08,5793.4219605573935
2021,13.27,1000,Diesel,1,Tesla,Automatic,Blue,Full,1,No,5894.35,7093.913315726462
2023,21.5,3000,Petrol,1,Honda,Automatic,Blue,Full,1,Yes,13088.74,11402.954544775443
1997,24.7,2000,Electric,2,Hyundai,Manual,White,Full,0,Yes,8905.27,8932.190957032417
2018,9.92,1500,Diesel,4,Tesla,Manual,Silver,Full,1,Yes,5661.1,5481.61396932634
2017,16.24,3000,Petrol,2,Nissan,Manual,Gray,Partial,0,Yes,9361.89,9359.164039620271
2016,6.04,1000,Petrol,1,Kia,Manual,Silver,Full,0,Yes,5184.67,5474.962690230621
2007,26.6,2000,Petrol,4,Ford,Manual,Gray,,0,Yes,5096.69,6630.888703502919
2000,23.29,3000,Petrol,2,Hyundai,Automatic,Silver,Partial,0,Yes,9045.32,7663.358230727223
2005,20.35,800,Petrol,5,Ford,Manual,Black,Full,0,No,4670.97,3371.5673847660655
2009,9.75,1200,Electric,5,Kia,Manual,White,,2,Yes,7868.84,6284.742655669066
2022,15.25,1000,Petrol,2,Kia,Manual,Silver,Partial,3,Yes,6165.76,7003.5101296022785
2001,18.17,1800,Diesel,4,Nissan,Manual,Black,Full,0,Yes,4108.78,4487.582099521541
2011,22.24,2000,Diesel,4,Ford,Manual,Silver,Full,1,Yes,6688.51,6705.325416871661
2021,27.83,1500,Diesel,4,Volkswagen,Automatic,Gray,Full,0,Yes,8210.14,8198.682615436675
2001,21.16,1500,Diesel,2,Kia,Automatic,Silver,Full,1,No,5343.48,5386.4476316883365
1996,22.1,1500,Diesel,2,Hyundai,Manual,White,Full,0,Yes,5212.54,4708.673652722132
2016,19.08,4000,Petrol,1,Volkswagen,Manual,Black,,1,Yes,11614.33,11627.43709826673
2010,11.32,5000,Diesel,4,Toyota,Manual,Gray,Partial,1,No,10832.23,9766.903462734814
2021,16.22,2000,Petrol,4,Hyundai,Automatic,Gray,,1,Yes,7322.64,7467.383240125678
2008,15.1,2500,Petrol,5,Nissan,Manual,Silver,Full,0,Yes,5485.64,5667.16507572321
2005,14.24,3000,Petrol,5,Tesla,Automatic,White,Full,0,Yes,4920.07,5861.354827016661
2004,30.37,2000,Petrol,1,Volkswagen,Manual,Gray,Partial,1,Yes,7364.11,8176.685988397246
1997,5.54,1500,Diesel,2,Chevrolet,Automatic,Black,Partial,1,Yes,1223.8,2891.8644707206704
1998,19.64,2500,Diesel,5,Hyundai,Manual,Blue,,0,Yes,3323.52,4694.333119606647
1998,11.47,5000,Electric,5,Kia,Automatic,Silver,Full,3,Yes,11998.99,10518.478813648191
1995,25.97,2500,Diesel,5,Honda,Manual,Red,Partial,0,Yes,5429.62,5138.035412592665
1996,19.0,800,Petrol,2,Hyundai,Manual,White,,0,Yes,2944.14,3283.7159684124426
2018,20.06,4000,Diesel,1,Kia,Automatic,Red,Partial,0,No,13466.16,12071.962711286882
2007,14.5,1500,Diesel,4,Chevrolet,Automatic,Blue,Partial,0,Yes,4427.03,4429.364142517894
1997,21.05,5000,Diesel,1,Hyundai,Manual,Black,Partial,0,Yes,8274.82,10457.59322913261
2021,20.1,1800,Petrol,5,Tesla,Manual,Blue,,2,Yes,5478.24,7110.110592735833
2015,9.5,3000,Petrol,5,BMW,Manual,Blue,Full,0,Yes,6177.92,6830.63481726448
2018,19.33,1200,Diesel,5,Volkswagen,Automatic,Blue,Partial,1,Yes,6159.92,5781.290386911496
2003,17.98,5000,Electric,4,Volkswagen,Manual,White,Full,1,Yes,11485.39,12596.055455848724
2002,14.94,4000,Petrol,1,Honda,Manual,Red,Partial,0,No,7747.04,9074.125502701685
2020,25.29,4000,Petrol,3,Nissan,Manual,Blue,Partial,0,Yes,13166.14,11894.961623404579
2021,15.65,1500,Diesel,2,Hyundai,Automatic,Silver,,0,Yes,8458.25,7627.502252616739
2019,18.43,1800,Diesel,5,Kia,Manual,Red,Full,0,Yes,7759.53,6732.591522670553
1999,24.51,1500,Petrol,2,Hyundai,Automatic,Black,Full,1,Yes,4384.51,5469.168301942798
2004,19.92,5000,Diesel,5,Chevrolet,Automatic,Blue,,0,Yes,9050.16,9379.955679678793
2011,21.04,2500,Petrol,2,Volkswagen,Manual,Red,Full,0,Yes,8942.84,8413.156988509569
2006,24.71,1000,Petrol,4,Honda,Automatic,White,Full,2,Yes,6049.04,4852.212888758528
2021,17.14,1200,Diesel,1,BMW,Automatic,Gray,,1,No,8709.57,7979.987895579236
2018,5.61,1500,Petrol,5,Kia,Manual,Silver,Full,1,Yes,3740.15,4515.493227799263
1998,23.84,2000,Petrol,1,Kia,Manual,Red,Full,0,Yes,4622.18,6513.7588143560015
2008,24.67,2000,Petrol,1,BMW,Automatic,Gray,Partial,0,Yes,8117.94,8107.570485570983
2012,28.0,4000,Diesel,2,Toyota,Manual,Gray,Full,0,No,12731.76,11561.412580604421
1997,14.32,1800,Diesel,1,Ford,Automatic,Blue,Partial,1,Yes,3796.97,4839.051411521479
2008,19.61,1800,Petrol,2,Nissan,Manual,Gray,Full,0,Yes,6553.65,6635.723541607099
2007,29.03,4000,Diesel,2,Nissan,Manual,Silver,,0,Yes,11926.34,10915.177151690117
2008,20.64,5000,Diesel,5,Kia,Manual,White,,0,Yes,8530.45,10108.520258892047
1997,15.54,800,Petrol,1,Chevrolet,Automatic,Gray,Full,1,Yes,4205.0,3499.460938878374
1997,18.97,1200,Petrol,3,Ford,Automatic,White,Partial,0,Yes,3429.84,3559.311984268078
2020,18.47,5000,Petrol,4,Hyundai,Automatic,White,,0,Yes,11248.7,12100.847190665781
2009,8.81,1800,Petrol,5,Ford,Manual,Gray,Partial,0,Yes,4602.87,3988.962473562227
1995,17.69,3000,Diesel,2,Volkswagen,Automatic,White,Full,0,Yes,7359.39,6356.797483162579
2014,20.5,5000,Diesel,5,Ford,Automatic,White,,1,Yes,11720.09,10982.379845306044
2020,18.61,2000,Electric,1,Chevrolet,Automatic,Black,Partial,0,No,11340.06,12173.092286761927
2017,15.81,1800,Petrol,2,Honda,Manual,Silver,Full,1,Yes,6340.46,7534.311104527599
2019,16.78,1800,Petrol,4,BMW,Automatic,Red,Partial,0,Yes,7977.88,7092.2521990225205
1997,8.5,5000,Petrol,3,Ford,Automatic,Silver,Full,0,Yes,8944.94,7938.784383294893
2017,15.98,2000,Petrol,1,Hyundai,Automatic,Gray,Partial,1,Yes,6897.7,8309.654045394056
1999,15.2,2000,Petrol,4,Ford,Manual,Gray,Partial,0,Yes,4793.59,4061.8379957125217
1995,20.61,4000,Petrol,3,BMW,Manual,Red,Partial,1,Yes,7636.18,7752.193882103812
2019,20.47,5000,Diesel,5,Chevrolet,Manual,Black,Full,2,Yes,11277.45,11723.198124176373
2003,15.78,1200,Diesel,5,Tesla,Manual,Red,Partial,2,Yes,3508.73,3095.0267621692838
2016,14.63,1200,Diesel,1,Kia,Automatic,Red,Full,0,Yes,6426.69,6900.505620920161
2007,22.42,2500,Petrol,5,Nissan,Manual,Red,Full,1,Yes,7062.58,6477.9129583172125
2015,23.13,1000,Diesel,2,Toyota,Automatic,White,Partial,1,Yes,8443.15,6950.365868713102
2021,11.81,800,Petrol,3,Chevrolet,Automatic,Blue,,0,Yes,7040.07,5626.550189116568
2007,8.5,800,Petrol,5,Volkswagen,Automatic,Gray,,1,Yes,1762.16,2244.484353617192
2018,11.76,1200,Petrol,4,Ford,Manual,Gray,,0,Yes,4761.54,5277.868822935512
1999,20.69,1800,Diesel,1,Ford,Automatic,Red,,0,Yes,6361.08,5981.172238561405
1995,9.06,2500,Diesel,1,Tesla,Manual,Blue,,0,Yes,3875.25,4906.125836376249
2017,22.51,1200,Petrol,4,BMW,Automatic,Blue,Full,0,Yes,4571.5,6513.996104568276
2022,16.86,1800,Diesel,5,Ford,Automatic,Red,,0,No,5380.06,7017.825132514444
2018,14.69,4000,Petrol,1,Volkswagen,Manual,Blue,,3,No,11988.09,11386.903424425844
2011,23.75,1500,Electric,4,Kia,Manual,Red,Full,0,No,9452.55,9274.633789544247
2010,20.96,2500,Petrol,3,Honda,Manual,Silver,Partial,0,No,6331.45,7701.9583665847695
2002,33.44,5000,Electric,1,Volkswagen,Manual,Silver,Full,1,Yes,16886.44,15749.51826860433
2005,20.61,2000,Diesel,4,Toyota,Automatic,Gray,Full,0,No,6726.57,5673.907036156749
2017,12.63,3000,Diesel,1,Toyota,Automatic,Black,Full,0,Yes,8936.35,9462.090116377714
1999,5.0,3000,Electric,2,Honda,Automatic,Red,Full,0,Yes,9358.2,8440.552264194186
2023,14.03,5000,Petrol,4,Volkswagen,Manual,Gray,Full,1,Yes,12609.05,12044.080661727483
2007,14.5,5000,Diesel,4,Tesla,Automatic,Silver,Full,0,Yes,10368.96,9638.174837532932
2019,23.96,2500,Petrol,4,Kia,Manual,White,Partial,0,No,9276.84,8929.138381557226
2009,23.0,1500,Diesel,1,Volkswagen,Manual,Black,Full,1,Yes,8209.11,7328.778017831997
2023,21.15,5000,Diesel,4,BMW,Automatic,Blue,Full,2,Yes,12363.06,12932.92535400458
2005,18.41,3000,Petrol,5,Volkswagen,Manual,Red,Full,0,Yes,6323.04,6482.570706501506
2020,17.37,1200,Petrol,3,Toyota,Automatic,Silver,Full,0,Yes,7812.66,6766.133154232257
1998,31.86,1500,Diesel,1,Chevrolet,Manual,Black,Full,0,Yes,7390.39,6694.374991185086
1998,16.02,1200,Petrol,1,Honda,Automatic,Red,Full,1,Yes,4673.3,4410.06163392605
2005,14.59,800,Petrol,4,Tesla,Automatic,Silver,,0,No,2746.07,3106.329858587751
2018,12.59,2000,Petrol,2,Ford,Manual,Silver,Full,0,Yes,6606.73,7549.702293115111
2003,12.96,2000,Diesel,2,Tesla,Manual,Blue,Full,0,Yes,4295.43,5331.365567766122
2018,15.39,1000,Petrol,4,Volkswagen,Automatic,Gray,Full,1,Yes,5854.01,5501.546445876229
2002,15.55,2000,Petrol,2,Chevrolet,Manual,Silver,,0,Yes,4973.0,5528.382694678227
2009,21.52,1800,Petrol,4,Tesla,Automatic,Red,,0,Yes,6198.82,6068.875494845417
2014,26.69,800,Electric,5,Chevrolet,Manual,Black,Full,2,Yes,10046.96,8468.994796688225
1999,20.34,3000,Diesel,2,Volkswagen,Manual,Silver,Full,0,No,7194.78,7259.305604732528
2014,16.57,800,Petrol,4,Toyota,Automatic,Gray,Partial,1,Yes,4134.83,4695.481316943393
2008,20.07,800,Diesel,4,BMW,Manual,Black,,2,Yes,4442.91,4332.390002090662
1999,13.49,800,Diesel,1,Kia,Automatic,Red,Full,0,Yes,2740.85,3636.2669668607605
2010,14.74,1800,Diesel,1,Volkswagen,Automatic,White,Full,2,Yes,8118.11,6936.011463122253
1999,21.18,1000,Petrol,5,Honda,Manual,Gray,Partial,0,Yes,3467.82,2840.0982759655744
2004,6.82,1500,Petrol,3,Hyundai,Manual,White,Full,0,No,3677.51,3592.980692901533
2003,17.45,800,Petrol,1,Toyota,Automatic,Blue,Partial,0,No,4619.65,4653.808639244753
2022,16.48,1800,Diesel,3,Kia,Manual,Gray,,1,Yes,9315.03,7857.258230678996
2020,24.61,2500,Petrol,3,Hyundai,Manual,Black,Full,1,Yes,10186.66,9596.446974304521
2020,10.6,2500,Diesel,3,Hyundai,Automatic,Gray,Partial,1,Yes,8144.06,7878.7518932997
2002,18.51,1500,Petrol,1,Chevrolet,Manual,Gray,,0,No,7887.55,5664.9875432633025
2018,16.26,4000,Petrol,2,Chevrolet,Manual,Silver,Partial,0,No,12143.91,11016.398915262573
1995,13.66,1500,Diesel,4,Kia,Manual,Silver,Partial,0,Yes,1270.84,2555.4517028331466
2000,21.25,1200,Petrol,4,Tesla,Automatic,White,Full,0,Yes,5064.74,3764.4939147710193
2009,18.92,1000,Petrol,1,Kia,Manual,Blue,Full,2,Yes,5186.64,5991.71075370906
2013,19.46,4000,Petrol,4,Chevrolet,Manual,Silver,,1,No,9563.17,9686.552642276045
2000,11.54,1500,Petrol,2,Nissan,Manual,Red,Full,0,Yes,3586.21,4090.2540342624675
2012,19.99,2500,Petrol,2,Honda,Manual,Black,Full,0,Yes,8414.33,8380.678135216694
2002,23.91,1200,Diesel,4,BMW,Automatic,Gray,Partial,1,No,4394.65,4503.847376560222
2012,16.21,800,Petrol,4,Kia,Manual,Gray,Full,2,No,3706.12,4388.566556495655
1996,18.46,1500,Diesel,3,Ford,Manual,Black,,0,Yes,4551.67,3798.0031513922186
2002,24.45,4000,Petrol,2,Tesla,Manual,Gray,,0,Yes,10205.03,9565.277562379393
2013,22.17,1800,Petrol,3,Toyota,Automatic,Silver,Partial,0,Yes,5647.28,7200.656481357638
2010,12.82,1000,Petrol,4,Toyota,Automatic,Blue,Full,0,Yes,4107.82,3933.1790374155717
2003,15.4,3000,Petrol,2,Toyota,Manual,Gray,Full,0,Yes,7506.29,7166.305224362823
2021,17.28,1800,Diesel,1,Tesla,Automatic,Silver,Full,0,Yes,7343.32,8742.50796411081
1999,30.3,2500,Diesel,2,BMW,Manual,Blue,Full,1,Yes,6465.03,7693.698753162036
2021,21.6,2500,Diesel,3,Kia,Automatic,Blue,Partial,0,Yes,9544.2,9372.232854638374
2020,21.03,4000,Petrol,3,Hyundai,Manual,Red,Partial,1,No,11654.88,11465.997555767033
2021,9.88,1500,Diesel,1,Tesla,Manual,Silver,Full,2,No,7663.6,7429.326286429436
2012,24.84,1500,Diesel,1,BMW,Manual,Blue,,0,Yes,8932.09,7958.034555802149
1998,34.38,2500,Diesel,2,BMW,Manual,Red,Partial,2,Yes,6568.51,8119.3009473893935
2018,16.52,1200,Petrol,4,Chevrolet,Automatic,Red,,0,Yes,5155.42,5936.127843669555
2009,8.79,5000,Petrol,2,Volkswagen,Manual,Black,Full,0,No,12546.13,10377.91864959679
2003,13.77,800,Diesel,5,BMW,Manual,Blue,Full,0,Yes,3612.93,2278.8005305039696
2001,14.52,1000,Petrol,2,Kia,Automatic,White,,0,No,5591.14,3862.0445667295917
1998,15.63,2500,Diesel,1,Chevrolet,Automatic,Silver,Partial,0,Yes,7047.68,6196.211033441269
2015,18.99,4000,Diesel,4,Tesla,Automatic,White,Partial,0,Yes,11185.86,9909.629428249911
1996,17.25,1800,Diesel,5,Nissan,Automatic,Blue,Partial,1,Yes,3124.05,3109.8330282958377
1995,9.88,1200,Diesel,5,Tesla,Manual,Black,Partial,1,No,1000.0,1195.0833056824322
2021,20.31,2000,Petrol,3,Honda,Automatic,Red,,1,Yes,7817.26,8567.081576722601
2007,19.13,3000,Electric,1,Ford,Automatic,Black,,0,Yes,12814.84,11761.794304030107
2018,26.37,1500,Diesel,2,Honda,Automatic,White,,0,Yes,8139.87,8558.899374546862
2010,23.65,800,Petrol,3,Kia,Manual,Blue,,0,Yes,6190.33,5426.669518813555
2017,13.38,800,Diesel,2,Chevrolet,Manual,Gray,Full,2,Yes,6097.8,5719.1194480872955
2005,14.81,1500,Diesel,4,Nissan,Manual,Gray,Partial,0,Yes,7478.79,4186.068172808926
1995,19.04,2500,Diesel,2,Nissan,Automatic,Black,Full,1,Yes,6996.8,5742.334295036423
2020,18.75,800,Petrol,3,Tesla,Manual,Black,Full,2,No,7593.64,6367.5428020691115
2000,17.61,5000,Petrol,2,Volkswagen,Manual,Silver,Partial,0,Yes,8367.1,10026.460386557977
2007,20.67,4000,Petrol,5,Chevrolet,Manual,Black,Full,2,Yes,8110.72,8463.890067120083
2016,17.07,3000,Petrol,3,Chevrolet,Manual,Gray,Full,0,Yes,8826.73,8801.800585805111
2003,19.74,1800,Electric,4,Ford,Manual,Black,,0,Yes,7223.45,7966.519472508215
2022,12.6,2500,Petrol,3,Ford,Manual,White,,0,Yes,8654.01,8437.830684281418
2009,29.36,5000,Electric,4,Ford,Manual,Gray,Full,0,No,14765.09,14797.062641854089
2022,13.48,1200,Diesel,4,Honda,Manual,Gray,Full,1,No,6642.29,6162.771369525266
2018,9.48,1200,Petrol,2,Tesla,Manual,Blue,Full,1,Yes,5226.77,5946.56668911513
2003,16.83,2000,Petrol,3,Nissan,Automatic,Blue,Partial,1,Yes,4516.42,5373.066528602359
2014,19.33,3000,Petrol,1,Chevrolet,Automatic,Red,Full,0,Yes,7925.86,9837.672424083632
2003,19.11,4000,Petrol,1,Tesla,Manual,White,Full,0,Yes,9562.18,9589.45591829168
2014,21.95,3000,Petrol,3,Ford,Automatic,Silver,Full,1,Yes,8160.6,9109.235255204423
2013,24.2,3000,Electric,2,Chevrolet,Manual,Blue,Partial,0,No,14576.06,12748.36953097953
2013,23.63,1500,Diesel,1,Hyundai,Manual,Gray,Partial,0,Yes,8498.21,7878.619488778008
2000,15.54,2000,Diesel,3,Toyota,Manual,Silver,Full,0,Yes,4573.43,4755.887263953302
2010,19.69,1000,Petrol,3,Volkswagen,Automatic,White,Partial,0,Yes,5815.48,5347.020528748037
2017,14.08,2500,Diesel,2,Nissan,Manual,White,Full,0,Yes,7245.93,8388.063113951157
1998,30.2,1500,Diesel,1,Nissan,Automatic,Black,Full,0,Yes,6091.95,6528.237428344199
2021,14.16,800,Diesel,5,Kia,Automatic,Blue,Full,1,Yes,6901.27,4959.779426466712
2021,8.37,1200,Electric,1,Nissan,Manual,Red,Full,1,Yes,9647.0,9893.534331431343
2012,18.7,800,Diesel,1,Kia,Automatic,Gray,Full,1,Yes,4799.54,6135.765939792844
2011,18.07,800,Petrol,5,Honda,Manual,White,Partial,2,Yes,3570.45,3990.6950513602083
2020,16.57,4000,Petrol,2,Tesla,Automatic,Gray,Full,1,Yes,10234.78,11308.168957814782
2004,22.17,5000,Petrol,4,Hyundai,Manual,Black,Partial,0,Yes,10611.96,10162.683937157453
2007,22.32,1200,Petrol,3,Hyundai,Automatic,Black,Full,0,Yes,5183.78,5452.808559691827
2002,17.63,800,Petrol,5,Tesla,Automatic,Blue,,1,Yes,1000.0,2500.479531139262
2011,20.56,3000,Diesel,3,Nissan,Manual,Red,Partial,1,No,9925.11,8611.394131997175
2008,11.96,1000,Diesel,3,BMW,Manual,Black,Partial,0,Yes,1987.51,4130.437425037098
2006,12.75,1800,Diesel,4,Hyundai,Manual,Red,Full,0,Yes,5683.33,4572.468304330228
2016,17.52,1200,Petrol,1,Hyundai,Automatic,White,Full,0,Yes,5591.48,7180.2632818382235
1999,31.01,1000,Petrol,3,Kia,Manual,Black,Partial,0,Yes,4642.91,5028.617978055528
2006,14.73,2500,Petrol,1,Volkswagen,Manual,Gray,,1,Yes,7303.46,7331.686602974197
2008,13.27,5000,Petrol,4,Kia,Manual,White,Full,1,Yes,8139.4,9706.70687374657
2001,15.21,3000,Petrol,5,Tesla,Manual,Gray,Full,0,Yes,5367.47,5338.083351566638
2004,18.74,2000,Petrol,1,Toyota,Automatic,Red,,1,Yes,8007.31,6799.940513428203
2010,22.94,1200,Diesel,1,Kia,Automatic,White,Partial,0,No,5571.67,7009.834753393045
2011,14.55,4000,Petrol,5,Nissan,Manual,Red,Full,1,Yes,7929.43,8362.892066455535
1996,9.84,4000,Diesel,1,Honda,Manual,Gray,Partial,0,Yes,8111.02,7466.329076365354
2007,15.63,1000,Petrol,4,Nissan,Manual,Silver,Full,0,Yes,3988.91,3830.250332194927
2006,14.88,2000,Petrol,5,Kia,Automatic,Blue,Full,0,Yes,4892.79,4600.087486975526
2019,20.54,4000,Diesel,4,Volkswagen,Manual,Red,,0,No,9097.06,10844.880142653292
